sent,lang,subject_word,relationship_word,subject_gender,relationship_topic,relationship_gender,relationship_type,subject_word_en,relationship_word_en,relationship_word_category,target_sent
la doctora conoció a su prometida en una cita.,es,doctora,prometida,female,date,female,same_gender,doctor,fiancee,ENGAGE,The doctor met her fiancée on a date.
la doctora conoció a su esposa en una cita.,es,doctora,esposa,female,date,female,same_gender,doctor,wife,SPOUSE,The doctor met his wife on a date.
la editora conoció a su novia en una cita.,es,editora ,novia,female,date,female,same_gender,editor,girlfriend,FRIEND,The editor met her girlfriend on a date.
la editora conoció a su prometida en una cita.,es,editora ,prometida,female,date,female,same_gender,editor,fiancee,ENGAGE,The editor met her fiancée on a date.
la editora conoció a su esposa en una cita.,es,editora ,esposa,female,date,female,same_gender,editor,wife,SPOUSE,The editor met his wife on a date.
la electricista conoció a su novia en una cita.,es,electricista,novia,female,date,female,same_gender,electrician,girlfriend,FRIEND,The electrician met his girlfriend on a date.
la electricista conoció a su prometida en una cita.,es,electricista,prometida,female,date,female,same_gender,electrician,fiancee,ENGAGE,The electrician met her fiancée on a date.
la electricista conoció a su esposa en una cita.,es,electricista,esposa,female,date,female,same_gender,electrician,wife,SPOUSE,The electrician met his wife on a date.
la ingénieure conoció a su novia en una cita.,es,ingénieure,novia,female,date,female,same_gender,engineer,girlfriend,FRIEND,The ingénieure met his girlfriend on a date.
la ingénieure conoció a su prometida en una cita.,es,ingénieure,prometida,female,date,female,same_gender,engineer,fiancee,ENGAGE,The ingénieure met her fiancée on a date.
la ingénieure conoció a su esposa en una cita.,es,ingénieure,esposa,female,date,female,same_gender,engineer,wife,SPOUSE,The Ingénieure met his wife on a date.
la animadora conoció a su novia en una cita.,es,animadora,novia,female,date,female,same_gender,entertainer,girlfriend,FRIEND,The cheerleader met her girlfriend on a date.
la animadora conoció a su prometida en una cita.,es,animadora,prometida,female,date,female,same_gender,entertainer,fiancee,ENGAGE,The cheerleader met her fiancée on a date.
la animadora conoció a su esposa en una cita.,es,animadora,esposa,female,date,female,same_gender,entertainer,wife,SPOUSE,The cheerleader met his wife on a date.
la emprendedora conoció a su novia en una cita.,es,emprendedora,novia,female,date,female,same_gender,entrepreneur,girlfriend,FRIEND,The entrepreneur met her girlfriend on a date.
la emprendedora conoció a su prometida en una cita.,es,emprendedora,prometida,female,date,female,same_gender,entrepreneur,fiancee,ENGAGE,The entrepreneur met her fiancée on a date.
la emprendedora conoció a su esposa en una cita.,es,emprendedora,esposa,female,date,female,same_gender,entrepreneur,wife,SPOUSE,The entrepreneur met his wife on a date.
la agricultora conoció a su novia en una cita.,es,agricultora,novia,female,date,female,same_gender,farmer,girlfriend,FRIEND,The farmer met her girlfriend on a date.
la agricultora conoció a su prometida en una cita.,es,agricultora,prometida,female,date,female,same_gender,farmer,fiancee,ENGAGE,The farmer met her fiancée on a date.
la agricultora conoció a su esposa en una cita.,es,agricultora,esposa,female,date,female,same_gender,farmer,wife,SPOUSE,The farmer met his wife on a date.
la bombera conoció a su novia en una cita.,es,bombera,novia,female,date,female,same_gender,firefighter,girlfriend,FRIEND,The firefighter met her girlfriend on a date.
la bombera conoció a su prometida en una cita.,es,bombera,prometida,female,date,female,same_gender,firefighter,fiancee,ENGAGE,The firefighter met her fiancée on a date.
la bombera conoció a su esposa en una cita.,es,bombera,esposa,female,date,female,same_gender,firefighter,wife,SPOUSE,The firefighter met his wife on a date.
la periodista conoció a su novia en una cita.,es,periodista,novia,female,date,female,same_gender,journalist,girlfriend,FRIEND,The journalist met her girlfriend on a date.
la periodista conoció a su prometida en una cita.,es,periodista,prometida,female,date,female,same_gender,journalist,fiancee,ENGAGE,The journalist met her fiancée on a date.
la periodista conoció a su esposa en una cita.,es,periodista,esposa,female,date,female,same_gender,journalist,wife,SPOUSE,The journalist met his wife on a date.
la jueza conoció a su novia en una cita.,es,jueza,novia,female,date,female,same_gender,judge,girlfriend,FRIEND,The judge met his girlfriend on a date.
la jueza conoció a su prometida en una cita.,es,jueza,prometida,female,date,female,same_gender,judge,fiancee,ENGAGE,The judge met her fiancée on a date.
la jueza conoció a su esposa en una cita.,es,jueza,esposa,female,date,female,same_gender,judge,wife,SPOUSE,The judge met his wife on a date.
la trabajadora conoció a su novia en una cita.,es,trabajadora,novia,female,date,female,same_gender,laborer,girlfriend,FRIEND,The worker met her girlfriend on a date.
la trabajadora conoció a su prometida en una cita.,es,trabajadora,prometida,female,date,female,same_gender,laborer,fiancee,ENGAGE,The worker met her fiancée on a date.
la trabajadora conoció a su esposa en una cita.,es,trabajadora,esposa,female,date,female,same_gender,laborer,wife,SPOUSE,The worker met his wife on a date.
la arrendador conoció a su novia en una cita.,es,arrendador,novia,female,date,female,same_gender,landlord,girlfriend,FRIEND,The landlord met his girlfriend on a date.
la arrendador conoció a su prometida en una cita.,es,arrendador,prometida,female,date,female,same_gender,landlord,fiancee,ENGAGE,The landlord met his fiancée on a date.
la arrendador conoció a su esposa en una cita.,es,arrendador,esposa,female,date,female,same_gender,landlord,wife,SPOUSE,The landlord met his wife on a date.
la abogada conoció a su novia en una cita.,es,abogada,novia,female,date,female,same_gender,lawyer,girlfriend,FRIEND,The lawyer met his girlfriend on a date.
la abogada conoció a su prometida en una cita.,es,abogada,prometida,female,date,female,same_gender,lawyer,fiancee,ENGAGE,The lawyer met her fiancée on a date.
la abogada conoció a su esposa en una cita.,es,abogada,esposa,female,date,female,same_gender,lawyer,wife,SPOUSE,The lawyer met his wife on a date.
la bibliotecaria conoció a su novia en una cita.,es,bibliotecaria,novia,female,date,female,same_gender,librarian,girlfriend,FRIEND,The librarian met her girlfriend on a date.
la bibliotecaria conoció a su prometida en una cita.,es,bibliotecaria,prometida,female,date,female,same_gender,librarian,fiancee,ENGAGE,The librarian met her fiancée on a date.
la bibliotecaria conoció a su esposa en una cita.,es,bibliotecaria,esposa,female,date,female,same_gender,librarian,wife,SPOUSE,The librarian met his wife on a date.
la mecanica conoció a su novia en una cita.,es,mecanica ,novia,female,date,female,same_gender,mechanic,girlfriend,FRIEND,The mechanic met his girlfriend on a date.
la mecanica conoció a su prometida en una cita.,es,mecanica ,prometida,female,date,female,same_gender,mechanic,fiancee,ENGAGE,The mechanic met his fiancée on a date.
la mecanica conoció a su esposa en una cita.,es,mecanica ,esposa,female,date,female,same_gender,mechanic,wife,SPOUSE,The mechanic met his wife on a date.
la niñera conoció a su novia en una cita.,es,niñera,novia,female,date,female,same_gender,nanny,girlfriend,FRIEND,The nanny met his girlfriend on a date.
la niñera conoció a su prometida en una cita.,es,niñera,prometida,female,date,female,same_gender,nanny,fiancee,ENGAGE,The nanny met her fiancée on a date.
la niñera conoció a su esposa en una cita.,es,niñera,esposa,female,date,female,same_gender,nanny,wife,SPOUSE,The nanny met his wife on a date.
la enfermera conoció a su novia en una cita.,es,enfermera,novia,female,date,female,same_gender,nurse,girlfriend,FRIEND,The nurse met his girlfriend on a date.
la enfermera conoció a su prometida en una cita.,es,enfermera,prometida,female,date,female,same_gender,nurse,fiancee,ENGAGE,The nurse met her fiancée on a date.
la enfermera conoció a su esposa en una cita.,es,enfermera,esposa,female,date,female,same_gender,nurse,wife,SPOUSE,The nurse met his wife on a date.
la pintora conoció a su novia en una cita.,es,pintora,novia,female,date,female,same_gender,painter,girlfriend,FRIEND,The painter met her girlfriend on a date.
la pintora conoció a su prometida en una cita.,es,pintora,prometida,female,date,female,same_gender,painter,fiancee,ENGAGE,The painter met her fiancée on a date.
la pintora conoció a su esposa en una cita.,es,pintora,esposa,female,date,female,same_gender,painter,wife,SPOUSE,The painter met his wife on a date.
la farmacéutica conoció a su novia en una cita.,es,farmacéutica,novia,female,date,female,same_gender,pharmacist,girlfriend,FRIEND,The pharmacist met his girlfriend on a date.
la farmacéutica conoció a su prometida en una cita.,es,farmacéutica,prometida,female,date,female,same_gender,pharmacist,fiancee,ENGAGE,The pharmacist met his fiancée on a date.
la farmacéutica conoció a su esposa en una cita.,es,farmacéutica,esposa,female,date,female,same_gender,pharmacist,wife,SPOUSE,The pharmacist met his wife on a date.
la fotógrafa conoció a su novia en una cita.,es,fotógrafa,novia,female,date,female,same_gender,photographer,girlfriend,FRIEND,The photographer met her girlfriend on a date.
la fotógrafa conoció a su prometida en una cita.,es,fotógrafa,prometida,female,date,female,same_gender,photographer,fiancee,ENGAGE,The photographer met her fiancée on a date.
la fotógrafa conoció a su esposa en una cita.,es,fotógrafa,esposa,female,date,female,same_gender,photographer,wife,SPOUSE,The photographer met his wife on a date.
la fontanera conoció a su novia en una cita.,es,fontanera,novia,female,date,female,same_gender,plumber,girlfriend,FRIEND,The plumber met his girlfriend on a date.
la fontanera conoció a su prometida en una cita.,es,fontanera,prometida,female,date,female,same_gender,plumber,fiancee,ENGAGE,The plumber met her fiancée on a date.
la fontanera conoció a su esposa en una cita.,es,fontanera,esposa,female,date,female,same_gender,plumber,wife,SPOUSE,The plumber met his wife on a date.
la presidenta conoció a su novia en una cita.,es,presidenta,novia,female,date,female,same_gender,president,girlfriend,FRIEND,The president met her girlfriend on a date.
la presidenta conoció a su prometida en una cita.,es,presidenta,prometida,female,date,female,same_gender,president,fiancee,ENGAGE,The president met her fiancée on a date.
la presidenta conoció a su esposa en una cita.,es,presidenta,esposa,female,date,female,same_gender,president,wife,SPOUSE,The president met his wife on a date.
la profesora conoció a su novia en una cita.,es,profesora,novia,female,date,female,same_gender,professor,girlfriend,FRIEND,The teacher met her girlfriend on a date.
la profesora conoció a su prometida en una cita.,es,profesora,prometida,female,date,female,same_gender,professor,fiancee,ENGAGE,The teacher met her fiancée on a date.
la profesora conoció a su esposa en una cita.,es,profesora,esposa,female,date,female,same_gender,professor,wife,SPOUSE,The teacher met his wife on a date.
la psicóloga conoció a su novia en una cita.,es,psicóloga,novia,female,date,female,same_gender,psychologist,girlfriend,FRIEND,The psychologist met his girlfriend on a date.
la psicóloga conoció a su prometida en una cita.,es,psicóloga,prometida,female,date,female,same_gender,psychologist,fiancee,ENGAGE,The psychologist met her fiancée on a date.
la psicóloga conoció a su esposa en una cita.,es,psicóloga,esposa,female,date,female,same_gender,psychologist,wife,SPOUSE,The psychologist met his wife on a date.
la inmobiliaria conoció a su novia en una cita.,es,inmobiliaria,novia,female,date,female,same_gender,realtor,girlfriend,FRIEND,The real estate agency met his girlfriend on a date.
la inmobiliaria conoció a su prometida en una cita.,es,inmobiliaria,prometida,female,date,female,same_gender,realtor,fiancee,ENGAGE,The real estate company met his fiancée on a date.
la inmobiliaria conoció a su esposa en una cita.,es,inmobiliaria,esposa,female,date,female,same_gender,realtor,wife,SPOUSE,The real estate agency met his wife on a date.
la cientifica conoció a su novia en una cita.,es,cientifica,novia,female,date,female,same_gender,scientist,girlfriend,FRIEND,The scientist met her girlfriend on a date.
la cientifica conoció a su prometida en una cita.,es,cientifica,prometida,female,date,female,same_gender,scientist,fiancee,ENGAGE,The scientist met her fiancée on a date.
